,name,nalog_id,project_name,service,is_funded,msp,msk_inno,skolk_inno,nav_stat,inno_comp,start_up,B2B2C,B2G,B2C,B2B,NoneType,P2P,Энергетика,Спорт,HealthTech,Безопасность,Медиа и коммуникации,Недвижимость и строительство,Консалтинг,"ИТ, разработка ПО",Услуги для населения,HRTech,Промышленность и Индустрия 4.0,Космос,EdTech,Транспорт и логистика,Мода,Игры,Экология,FoodTech,Телекоммуникации,Развлечения,BioTech,Туризм,Маркетинг и реклама,FinTech,RetailTech и E-commerce,Страхование,Transport & Logistics,E-commerce,Consumer Goods & Services,SportTech,Business Software,SafetyTech,Travel,SpaceTech,RetailTech,LegalTech,FashionTech,IndustrialTech,Advertising & Marketing,Gaming,CleanTech,Healthcare,Entertainment,InsuranceTech,AgroTech,PropTech,Telecom,Мedia & Communication,Cybersecurity,Нейротехнологии,Беспилотники,Блокчейн,Компьютерное зрение,AR/VR,Зеленые технологии,Биометрия,3D моделирование,Новые и портативные источники энергии,Аддитивные технологии,Нанотехнологии,Биотехнологии,Искусственный интеллект и машинное обучение,Новые материалы,Робототехника,Интернет вещей,ЮЛ Малое,ЮЛ Среднее,ИП Микро,ИП Малое,ЮЛ Микро,"Технопарк ""Строгино""","Технопарк ""Физтехпарк""","Технопарк ""ИТЭЛМА""","Технопарк ""Курчатовский институт""","Технопарк ""Центр хайтек инноваций ""РИКОР""","Технопарк ""Нагатино""","Технопарк ""Радиофизика""","Технопарк ""Связь инжиниринг""","Технопарк ""Фотоника""","Технопарк ""Мосгормаш""","Технопарк ""Отрадное""","Технопарк ""НИИ Точных приборов""","Технопарк ""Водный стадион""","Технопарк ""ЦНИИТМАШ""","Технопарк ""МЗТА""","Технопарк ""Научный парк МГУ""","Технополис ""Москва""","Технопарк ""Сколково""","Технопарк ""НИИССУ""","Технопарк ""ВТИ""","Технопарк ""ЭЛМА""","Технопарк ""Полюс""","Технопарк ""Сапфир""","Технопарк ""Слава""",Наименование стартапа,ИНН,Стадия стартапа,Сфера стартапа,Технология,Пользователь,Частный фонд,"Частный фонд_сумма, долл",Государственный фонд,"Государственный фонд_сумма, долл",Акселератор,"Акселератор_сумма, долл",Корпоративный инвестор,"Корпоративный инвестор_сумма, долл",Корпоративный фонд,"Корпоративный фонд_сумма, долл"
188,ООО Ребренди Консалтинг,7203488234,StartHub.Moscow,StartHub.Moscow,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rebrandy Consulting,7203488234,nan,Cybersecurity,,"B2B,B2C",None,0,None,0,None,0,None,0,None,0
189,"ООО ""АЙКЬЮ МЕДИА ГРУПП""",7743148803,StartHub.Moscow,StartHub.Moscow,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Бабушка на час,7743148803,Раннийрост,HRTech,,B2C,None,0,None,0,ФРИИ,36366.97393873377,None,0,None,0
190,"ООО ""МЕДИЦИНСКИЕ СКРИНИНГ СИСТЕМЫ""",4027136373,StartHub.Moscow,StartHub.Moscow,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Цельс,4027136373,Раннийрост,Healthcare,Искусственный интеллект и машинное обучение,"B2B2C,B2G",None,0,Венчурный фонд НТИ,2430583.2184432657,None,0,None,0,None,0
191,"Общество с ограниченной ответственностью ""АНМАК""",7708285250,StartHub.Moscow,StartHub.Moscow,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KidsWay,7708285250,Посевная,HRTech,BigData ,P2P,ФРИИ,258591.26375274538,None,0,None,0,None,0,None,0
192,Мухортов Леонтий Алексеевич,262516210143,StartHub.Moscow,StartHub.Moscow,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Simpleem,262516210143,Посевная,BusinessSoftware,,B2B,None,0,None,0,None,0,None,0,None,0
193,"ООО ""Кликер""",9725016100,StartHub.Moscow,StartHub.Moscow,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clicker,9725016100,Раннийрост,RetailTech,,B2B2C,Sailing Startup VC Fund,77601.705455066,None,0,None,0,None,0,None,0
194,"ООО ""Виджет""",5902016512,StartHub.Moscow,StartHub.Moscow,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Звонобот,5902016512,Посевная,Мedia&Communication,,B2B,None,0,None,0,ФРИИ,36366.97393873377,None,0,None,0
195,"ООО ""Инсейлс Рус""",7714843760,StartHub.Moscow,StartHub.Moscow,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InSales
M&A",7714843760,Расширение,E-commerce,,B2B,None,0,None,0,None,0,Сбер,н.д.,None,0
196,"ООО ""ЦИФРОВАЯ ЖАЖДА""",9709036130,StartHub.Moscow,StartHub.Moscow,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Core,9709036130,Раннийрост,EdTech,,"B2B,B2C,B2G",None,0,None,0,None,0,Humantek Group,3000000,None,0
197,"ООО ""СКМ Трекинг""",9705116956,StartHub.Moscow,StartHub.Moscow,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,СКМ Трекинг,9705116956,Посевная,Entertainment,AR/VR,B2B,None,0,Moscow Seed Fund,21258.98761663971,Winno Moscow,9110.994692845592,None,0,None,0
198,"ООО ""Технологии Скоринга""",7728468083,StartHub.Moscow,StartHub.Moscow,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RESCORE,7728468083,Раннийрост,FinTech,"Искусственный интеллект и машинное обучение, BigData","B2B,B2G",None,0,None,0,None,0,РБК,н.д.,None,0
199,"ООО ""Сейлз чейн"" (SalesChain)",9709035257,Starthub.Moscow,добавлено - StartHub.Moscow,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SalesChain,9709035257,Раннийрост,FinTech,,B2B,None,0,None,0,None,0,None,0,None,0
200,"ООО ""Ближе к делу"" (Платформа Юздеск)",7706416451,Starthub.Moscow,добавлено - StartHub.Moscow,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Юздеск,7706416451,Посевная,Мedia&Communication,,B2B,ФРИИ,264053,None,0,None,0,None,0,None,0
201,"ООО ""Танго Вижен"" (Tango Vision)",9705135839,Starthub.Moscow,добавлено - StartHub.Moscow,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tango Vision,9705135839,Раннийрост,PropTech,"3D моделирование, BigData",B2B,None,0,None,0,Winno Moscow,н.д.,None,0,Kirov Group Ventures,н.д.
202,"ООО ""ЮР-ЛИ"" (UR-LI)",9731061661,Starthub.Moscow,добавлено - StartHub.Moscow,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UR-LI,9731061661,Посевная,LegalTech,Искусственный интеллект и машинное обучение,B2B,Pulsar VC,59321.00887844561,None,0,None,0,None,0,None,0
203,"ООО ""Рашн Мемори"" (Фэмири)",7736668576,Starthub.Moscow,добавлено - StartHub.Moscow,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Фэмири,7736668576,Посевная,ConsumerGoods&Services,Искусственный интеллект и машинное обучение,B2C,None,0,None,0,None,0,Международный Генеалогический Центр,200000,None,0
204,"ООО ""Сойка"" (платформа SOICA)",7704451468,Starthub.Moscow,добавлено - StartHub.Moscow,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOICA,7704451468,Посевная,LegalTech,Компьютерное зрение,B2B,None,0,Moscow Seed Fund,118227.59106849664,None,0,None,0,Softline Venture Partners,59113.79553424832
205,"ООО ""Коворк"" (icowork)",7703469695,Starthub.Moscow,добавлено - StartHub.Moscow,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Icowork,7703469695,Раннийрост,PropTech,,"B2B,B2C",None,0,None,0,None,0,None,0,None,0
206,"ООО ""ТПС""",7718952312,Субсидия на инжиниринг,Субсидия на инжиниринг,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Titan Power Solution,7718952312,Расширение,CleanTech,Новые и портативные источники энергии,B2B,I2BF Global Ventures,1059336.0611236908,Дальневосточный фонд высоких технологий,1059336.0611236908,None,0,None,0,Digital Evolution Ventures,1059336.0611236908
207,"ООО ""БИФОРКОМ ТЕК""",7728313442,Субсидия на инжиниринг,Субсидия на инжиниринг,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Бифорком Тек,7728313442,Расширение,Telecom,Интернет вещей,"B2B,B2G",None,0,Мир,4036772,None,0,None,0,None,0
208,Буду,9703001100,Московский инновационный кластер,МИК +,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Буду,9703001100,Раннийрост,HRTech,,"B2B,B2C",None,0,None,0,None,0,None,0,None,0
209,Dasha ai,9731012079,Московский инновационный кластер,МИК +,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dasha AI,9731012079,Раннийрост,Мedia&Communication,Искусственный интеллект и машинное обучение,B2B,RTP Global,1997164.0270815443,None,0,None,0,None,0,None,0
210,Робот Альберт,7728439565,Московский инновационный кластер,МИК +,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yord,7728439565,Посевная,EdTech,Искусственный интеллект и машинное обучение,B2B,None,0,None,0,Акселератор Сбербанка,63560.163667421446,None,0,None,0
211,Эквио,7709947115,Московский инновационный кластер,МИК +,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Эквио,7709947115,Раннийрост,HRTech,,B2B,OKS Group ,1000000,None,0,None,0,None,0,None,0
212,GigAnt,7839117549,Московский инновационный кластер,МИК +,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GigAnt ,7839117549,Раннийрост,HRTech,Искусственный интеллект и машинное обучение,"B2C,B2B",None,0,None,0,None,0,Avito,6751620.051231294,None,0
213,The Epic,9731004720,Московский инновационный кластер,МИК +,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Memes For Brands ,9731004720,Посевная,Мedia&Communication,,B2B,None,0,None,0,ФРИИ,37962,None,0,None,0
214,Loudplay,9731003081,Московский инновационный кластер,МИК +,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Loudplay,9731003081,Раннийрост,Gaming,,B2C,Европейский венчурный фонд,50000,None,0,None,0,"ООО ""Дигинавис""",50000,None,0
215,Профилум,7704866529,Московский инновационный кластер,МИК +,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Профилум,7704866529,Раннийрост,EdTech,BigData,"B2C,B2B,B2G",None,0,None,0,None,0,None,0,Sistema SmartTech,1759374.4205906356
216,EMIIA.AI,9701161411,Московский инновационный кластер,МИК +,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EMIIA.AI,9701161411,Посевная,SafetyTech,"Искусственный интеллект и машинное обучение, Компьютерное зрение",B2B,None,0,None,0,Акселератор Б8,22721.98345013351,None,0,None,0
217,"
Tilli",3906384552,Московский инновационный кластер,МИК +,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tilli,3906384552,nan,nan,,nan,None,0,None,0,None,0,None,0,None,0
218,HowMuchTravel,673200456044,Московский инновационный кластер,МИК +,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HowMuchTravel,673200456044,Посевная,Travel,,B2C,None,0,None,0,Starta Ventures,120000,None,0,None,0
219,СКР PIE,7713441995,Московский инновационный кластер,МИК +,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Сурдо-онлайн,7713441995,Посевная,Мedia&Communication,,B2B2C,None,0,None,0,ФРИИ,36273.69017432099,None,0,None,0
220,Qummy,2311301050,Московский инновационный кластер,МИК +,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qummy,2311301050,nan,nan,,nan,None,0,None,0,None,0,None,0,None,0
221,HintEd,5047216501,Московский инновационный кластер,МИК +,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HintEd,5047216501,Раннийрост,EdTech,,B2B,None,0,None,0,None,0,None,0,Kirov Group Ventures,н.д.
222,Vectorly.team,7708383699,Московский инновационный кластер,МИК +,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vectorly,7708383699,Раннийрост,HRTech,,B2B,ФРИИ,н.д.,None,0,None,0,None,0,None,0
223,Мозгокачка,7840071433,Московский инновационный кластер,МИК +,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Реальная мозгокачка,7840071433,Посевная,EdTech,,B2C,None,0,None,0,INDIV,103000.21128248468,None,0,None,0
224,Sola,7702438912,Московский инновационный кластер,МИК +,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sola,7702438912,Посевная,HRTech,,B2B,None,0,None,0,None,0,None,0,None,0
225,Wibedo,7726440396,Московский инновационный кластер,МИК +,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wibedo,7726440396,Посевная,HRTech,,B2B,None,0,None,0,Pulsar VC,68854.49530343487,None,0,None,0
226,DOCCLUB,9701125082,Московский инновационный кластер,МИК +,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DocClub,9701125082,Раннийрост,EdTech,,B2B2C,Winter Capital ,600000,None,0,None,0,None,0,None,0
227,APIBank,7706456380,Московский инновационный кластер,МИК +,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APIBank,7706456380,Раннийрост,FinTech,,B2B,None,0,RBF Ventures,1620388.8122955104,None,0,None,0,None,0
